itemID,reviewerID,rating
I461779282,U406889737,1.0
I793038272,U017400742,5.0
I779592387,U534448188,5.0
I458336035,U805086620,5.0
I948799013,U413129148,2.0
I890142429,U851402524,4.0
I599421620,U733610836,1.0
I887509811,U049831407,1.0
I798286263,U080423120,5.0
I506408067,U620862793,3.0
I941099282,U040334279,4.0
I312713001,U577116745,5.0
I308042766,U041994586,4.0
I255125963,U639507316,5.0
I896752618,U676815002,2.0
I385783538,U284540049,5.0
I607909030,U859041190,5.0
I102072783,U583055608,5.0
I124784441,U775390973,4.0
I215203787,U646194015,5.0
I025545684,U764293085,4.0
I624277584,U535491977,5.0
I854283579,U159378702,5.0
I203091296,U365641810,4.0
I044609018,U743929764,5.0
I810564271,U361045027,1.0
I730096117,U338225823,1.0
I672224650,U417696978,1.0
I346341937,U277890462,5.0
I634503780,U819711530,4.0
I708798669,U769419920,5.0
I734488086,U445299726,5.0
I978278664,U996031684,5.0
I153832090,U364333269,4.0
I255656609,U268671278,4.0
I386756063,U527370584,5.0
I667458722,U029010770,3.0
I883139183,U578111070,5.0
I691977878,U629762187,1.0
I285045120,U976657159,2.0
I506390958,U593069797,3.0
I036715077,U687225849,2.0
I581574243,U890004353,5.0
I459588334,U346964623,5.0
I610116690,U158400182,1.0
I944515253,U037599827,5.0
I773169836,U957575848,5.0
I559567172,U083253583,1.0
I631324630,U751565720,4.0
I681334871,U003482797,5.0
I397108671,U004827558,3.0
I331003944,U937645402,5.0
I713798627,U459863338,4.0
I741071653,U505250698,5.0
I693186501,U675760935,2.0
I359429276,U107299731,5.0
I827038698,U952534863,5.0
I190779004,U489282721,5.0
I139746487,U361242113,3.0
I159733693,U927450683,5.0
I864950352,U290640618,1.0
I440382918,U872269252,2.0
I498784787,U381365156,4.0
I905962855,U325795393,5.0
I639945966,U494997516,5.0
I703461942,U054560086,5.0
I420832689,U947867030,4.0
I444849044,U169586565,2.0
I393134779,U958523126,4.0
I013659838,U001058144,4.0
I056928285,U792082017,5.0
I719808638,U236428401,5.0
I640460998,U763768808,5.0
I428781255,U368089638,5.0
I660458877,U211783368,5.0
I181169678,U209059466,1.0
I552767443,U399225680,5.0
I580157932,U543424243,5.0
I086408240,U144224944,1.0
I919468132,U369641922,1.0
I357008915,U938645194,5.0
I805656102,U208603964,5.0
I139169546,U465752007,2.0
I352499921,U935322003,5.0
I664409117,U248037906,4.0
I431529426,U066655479,5.0
I293321962,U092558803,5.0
I710273536,U162404939,5.0
I923959257,U219640115,5.0
I673343729,U781156135,5.0
I489869937,U961918868,5.0
I500601795,U899466264,5.0
I917015518,U275476973,2.0
I978142510,U773264761,4.0
I794623002,U607583225,5.0
I769919394,U152703323,5.0
I786235764,U049593414,3.0
I123367079,U826282970,4.0
I581458492,U666448676,5.0
I894440564,U976929714,5.0
I850984362,U864460975,4.0
I280123667,U198920228,5.0
I513095944,U673051305,4.0
I943624041,U674266530,4.0
I963078877,U188899418,5.0
I347096793,U900133877,3.0
I580458508,U538215137,1.0
I518784864,U268959911,5.0
I943383421,U855374769,5.0
I480779558,U333939665,4.0
I542797285,U593038276,4.0
I305251220,U109356399,5.0
I992126530,U959814363,5.0
I861206580,U839929689,5.0
I617020627,U365096504,5.0
I822870475,U161591961,1.0
I347215731,U655044840,5.0
I523581847,U743934373,1.0
I576304907,U172466082,1.0
I795467197,U122105592,1.0
I618385880,U720207080,5.0
I426434187,U371803898,3.0
I092599353,U520592276,2.0
I355412330,U397299790,5.0
I752927680,U897592820,3.0
I650730524,U765967981,5.0
I309781367,U013972653,5.0
I308503176,U318799265,5.0
I169669638,U894547830,1.0
I811632338,U019949924,4.0
I824328785,U438626173,3.0
I301123344,U741326033,5.0
I120310103,U129190900,4.0
I586553884,U715764741,3.0
I118365513,U303300024,1.0
I632193586,U674336908,5.0
I474128654,U998995057,4.0
I607002240,U534174805,5.0
I384656679,U754925962,4.0
I718980336,U218081112,3.0
I261854538,U718372941,5.0
I632364419,U789913614,5.0
I109294883,U259490036,1.0
I292206000,U426032251,3.0
I770649577,U782735113,5.0
I890009172,U320679004,5.0
I750286125,U941597937,3.0
I158736284,U207899625,1.0
I421786761,U691599266,3.0
I344063573,U751627169,5.0
I712887620,U202309670,3.0
I351887675,U246298889,4.0
I513894060,U983334224,1.0
I533606820,U751280114,5.0
I048586873,U583449839,2.0
I377385185,U669742464,5.0
I039298854,U550494073,5.0
I647973333,U737933566,1.0
I397267771,U496777357,5.0
I948358840,U972549167,4.0
I667458722,U221061751,5.0
I190130849,U562071560,3.0
I535325024,U978984258,5.0
I905986006,U612071954,3.0
I395361109,U386446572,1.0
I151388646,U517010976,3.0
I168960639,U100436243,5.0
I901529633,U442632359,2.0
I425819496,U390957036,5.0
I188160704,U513538335,1.0
I694839707,U465702101,5.0
I111469148,U692292647,5.0
I549521770,U928158002,1.0
I249049305,U114201426,2.0
I388058057,U746399618,1.0
I099359124,U439056606,5.0
I313236024,U000702657,5.0
I896438584,U754812749,3.0
I109468736,U824819607,5.0
I881406365,U995328741,3.0
I772508172,U498905783,3.0
I829739591,U012889764,4.0
I118833673,U488784523,3.0
I824676087,U821542769,1.0
I299741648,U224829182,4.0
I411455337,U838383203,4.0
I549201237,U026355680,5.0
I831885702,U639964199,5.0
I905583498,U622771307,5.0
I275529396,U287480614,3.0
I519205241,U997178269,5.0
I498752549,U248001563,5.0
I888848191,U204955720,5.0
I614748519,U857792062,5.0
I697743651,U578445076,4.0
I663880865,U440879897,3.0
I501611035,U498211561,5.0
I142549563,U452462095,4.0
I370532374,U131434386,5.0
I903588161,U421165458,5.0
I912928903,U569204483,5.0
I270984135,U504075311,5.0
I426087001,U786571453,5.0
I501113260,U169215474,5.0
I364948874,U357529436,5.0
I855112623,U131378344,5.0
I170393033,U161773730,2.0
I976418009,U814262278,1.0
I535216102,U916926020,5.0
I597680694,U244262956,1.0
I466653188,U772691698,5.0
I764317862,U164441412,4.0
I617387139,U003489204,5.0
I331292879,U434872683,5.0
I639272689,U180475946,5.0
I738655888,U774289768,5.0
I813539592,U822207672,5.0
I174784343,U227790948,3.0
I326428229,U991235269,5.0
I363679784,U000278223,5.0
I691210312,U931111992,5.0
I585937432,U513954928,1.0
I101294867,U832468291,2.0
I132925763,U819646871,2.0
I553959865,U521363975,3.0
I062098533,U607485655,4.0
I287340291,U770833454,5.0
I420493410,U987693756,4.0
I912178869,U202889580,5.0
I907784948,U358763079,5.0
I853339447,U996015721,1.0
I724492705,U770074677,4.0
I019533607,U631647021,1.0
I296079562,U801318719,1.0
I257109855,U817749919,5.0
I008299104,U341632731,4.0
I543408794,U130471614,5.0
I295143670,U450951168,5.0
I840170629,U206500972,1.0
I972573366,U425626119,5.0
I764328166,U121398411,5.0
I951384019,U094496932,1.0
I736930756,U448452175,3.0
I345416487,U110629464,4.0
I819656114,U843166675,5.0
I583458654,U026131466,5.0
I854031612,U928459709,4.0
I763558387,U366136488,2.0
I137840731,U188284783,5.0
I238747112,U965977557,5.0
I636724615,U203607152,1.0
I583424724,U060957200,1.0
I265310942,U578655334,4.0
I714948141,U276739483,4.0
I729851867,U839030401,2.0
I943383421,U414787950,5.0
I260942100,U561859333,3.0
I346703596,U552184204,2.0
I750143838,U276069487,5.0
I622450209,U031314649,1.0
I255609543,U467847022,1.0
I922331886,U501210226,4.0
I568427278,U767585918,2.0
I039122186,U494377301,1.0
I291712961,U967009958,5.0
I347544015,U148703083,5.0
I787427407,U462440077,4.0
I786235764,U431560533,5.0
I793301210,U921944952,3.0
I445652667,U298899917,5.0
I296309806,U746197405,1.0
I690367926,U215577742,4.0
I906020256,U510977637,1.0
I751833464,U473667260,5.0
I033717025,U028512383,2.0
I386756063,U681125493,3.0
I178957261,U724012118,5.0
I131009204,U997038929,4.0
I726113770,U723942287,5.0
I517073365,U527095525,5.0
I673036556,U709781613,1.0
I506387105,U638023045,4.0
I869984472,U346544357,5.0
I255595879,U535280497,3.0
I697804973,U351337552,1.0
I708623206,U014592773,3.0
I616654186,U470412075,1.0
I171100436,U988081669,5.0
I461704544,U290301822,1.0
I946492703,U060600072,5.0
I198711395,U681089069,3.0
I437315655,U619674259,5.0
I720295294,U282817888,5.0
I059678328,U061555301,5.0
I463200802,U239972103,5.0
I594934525,U969966721,5.0
I654763881,U251254489,5.0
I669464674,U521352831,2.0
I738735736,U390892716,4.0
I440457548,U434172357,3.0
I937668423,U918501773,5.0
I269808522,U027220603,2.0
I953984117,U781149983,4.0
I910844564,U092445696,5.0
I136770632,U705480305,5.0
I680655862,U270979320,1.0
I655819407,U003092403,1.0
I189935371,U832759988,5.0
I943383421,U826153710,5.0
I472202730,U710515069,5.0
I215445062,U228683744,5.0
I434206545,U016508078,5.0
I949550585,U443871895,1.0
I640993140,U358284349,5.0
I920763731,U349663328,4.0
I505361885,U380967742,1.0
I549408778,U789276131,4.0
I618750954,U089199672,4.0
I284391129,U176547811,1.0
I785189368,U679453767,5.0
I781848226,U148155502,4.0
I164861683,U574419804,4.0
I601897737,U836189505,4.0
I242474464,U980456244,3.0
I973070986,U852547831,5.0
I821385037,U867598526,5.0
I230671237,U887447396,5.0
I754004775,U847801968,2.0
I870350721,U822889942,3.0
I252456501,U126610015,3.0
I044235824,U051831088,3.0
I065294733,U484734618,1.0
I694493240,U174668578,5.0
I357491757,U638617198,5.0
I041138560,U328248014,5.0
I192740941,U038405762,5.0
I281213329,U135863637,3.0
I965637823,U901067264,4.0
I158278225,U151832955,4.0
I516710869,U279176360,1.0
I305746076,U472748612,5.0
I243232137,U247179490,4.0
I492530013,U241083271,5.0
I379420348,U123713714,3.0
I849335347,U663304990,5.0
I306694788,U132269522,1.0
I444740490,U631489379,5.0
I938312483,U027892441,5.0
I025545684,U550245933,5.0
I109212777,U297672600,5.0
I190053699,U759144616,5.0
I697912826,U799075481,1.0
I964283457,U507267188,5.0
I877142227,U559635321,3.0
I752409263,U300824430,1.0
I407989363,U413581978,5.0
I446085295,U403281129,5.0
I822534077,U425477675,5.0
I484484034,U688917642,1.0
I477620085,U467288119,5.0
I552539689,U717267572,1.0
I813471762,U363815603,1.0
I618083857,U979476649,5.0
I777666614,U643498231,1.0
I244824834,U161091297,1.0
I013747631,U994344353,5.0
I005234563,U444071522,1.0
I743191404,U249039323,1.0
I534601771,U930273511,4.0
I338500035,U681773355,1.0
I280882922,U890091296,5.0
I027326088,U256696516,5.0
I725173271,U520076113,4.0
I226354005,U891506793,5.0
I028791064,U426058370,5.0
I715798623,U091370943,5.0
I984975518,U857480267,2.0
I314835226,U708554012,5.0
I664458869,U828667489,4.0
I910119786,U070196237,4.0
I176848194,U647711905,2.0
I691511634,U626909019,1.0
I203840576,U780131495,1.0
I794584052,U750438157,5.0
I920024814,U491667827,1.0
I459092741,U371557372,2.0
I218711297,U289240410,5.0
I471507032,U892712315,5.0
I851494126,U429986166,3.0
I833486567,U451765695,5.0
I103167000,U765416057,2.0
I166342290,U782151820,2.0
I741697391,U408020630,1.0
I805949300,U947967240,5.0
I189330637,U226436935,5.0
I712517140,U504209059,5.0
I496339547,U806041815,4.0
I714458979,U299050801,4.0
I718575317,U343215131,3.0
I071843172,U701850625,2.0
I350802335,U774316639,5.0
I161054179,U004147576,4.0
I803584085,U381078253,5.0
I760598982,U921337272,5.0
I412605057,U819502466,4.0
I429975059,U305462081,1.0
I820893227,U608296388,1.0
I820384946,U501840177,5.0
I657947801,U431851764,5.0
I599453349,U253240179,5.0
I303920272,U413700850,2.0
I166809385,U147653526,5.0
I735272749,U542745754,2.0
I365248736,U188931632,5.0
I384773357,U166292119,3.0
I931510510,U600032523,2.0
I579519345,U425117764,1.0
I924303377,U602063779,1.0
I364104334,U278357372,3.0
I433338741,U172659227,1.0
I977673891,U540185290,1.0
I136552757,U229213439,5.0
I101865665,U243931873,5.0
I847386707,U725375224,1.0
I187041192,U069219331,5.0
I066849067,U795127005,4.0
I545601844,U139924281,4.0
I425714876,U482728441,5.0
I678185153,U379296142,5.0
I550304812,U273342843,5.0
I023242072,U656315063,5.0
I601757268,U198602155,4.0
I492371689,U944123141,2.0
I949166175,U351538912,5.0
I597672091,U918598712,4.0
I431551262,U232467569,5.0
I567949811,U667909223,1.0
I335688089,U524488167,1.0
I220751235,U766987017,5.0
I459336873,U752740891,3.0
I669987109,U392545589,5.0
I996131988,U612717998,5.0
I276362765,U012167566,4.0
I696887115,U992467046,5.0
I694917010,U920723830,5.0
I489145004,U508157300,5.0
I617648510,U909611745,5.0
I348070056,U570871862,5.0
I734854952,U374969776,4.0
I714798636,U427931536,5.0
I806067066,U489319938,4.0
I692505177,U676558359,4.0
I382051834,U290719993,1.0
I274696772,U804864196,4.0
I461542471,U098956080,3.0
I641176075,U253206468,5.0
I578145193,U660834622,5.0
I752028108,U689691626,1.0
I663458726,U876138264,5.0
I309737781,U355857222,1.0
I877622269,U882621439,3.0
I923323789,U438938335,1.0
I479713956,U068670868,4.0
I624051837,U490228764,1.0
I046995006,U592628469,3.0
I580458508,U435124214,5.0
I545864409,U641900271,3.0
I432557109,U807552093,5.0
I082834043,U947867030,4.0
I244684656,U726384007,5.0
I516784650,U993063492,5.0
I628372082,U799995751,5.0
I342273974,U057276908,1.0
I730417065,U365159708,5.0
I337733487,U076046578,5.0
I351118713,U542463393,5.0
I217703094,U840701832,1.0
I531003786,U549604095,3.0
I077891248,U895428973,5.0
I063974285,U884857631,5.0
I405004005,U123556444,5.0
I818741317,U765415846,5.0
I519240620,U229950003,5.0
I917738096,U420870815,5.0
I099572164,U251469327,1.0
I110076077,U029520925,4.0
I412144989,U745182017,5.0
I606688013,U008045244,4.0
I396405341,U595842635,4.0
I697868467,U553268636,4.0
I460058400,U889141583,5.0
I317812631,U327870429,1.0
I450078706,U079031804,5.0
I751468266,U529547132,5.0
I999428167,U499423634,2.0
I943383421,U325125492,5.0
I748028126,U217018837,1.0
I617020627,U695465357,5.0
I709070464,U583545590,5.0
I951226931,U725838387,5.0
I349548873,U033591106,2.0
I945419581,U040502148,4.0
I228025676,U554088774,5.0
I406140411,U013910651,5.0
I676948051,U653496825,4.0
I940556759,U293126559,2.0
I874220586,U806955472,5.0
I290103375,U325929848,1.0
I180525117,U899875623,1.0
I764048959,U860306373,5.0
I944515253,U718255287,5.0
I223229133,U156268703,5.0
I152067212,U230831258,5.0
I504519507,U111501996,1.0
I754177742,U477855219,5.0
I117805231,U930612372,4.0
I975468679,U946531305,5.0
I803584085,U711313654,1.0
I706109201,U541494418,5.0
I729947951,U417324644,5.0
I713798627,U156376595,5.0
I926778475,U145685422,4.0
I581458650,U170886740,3.0
I302123434,U156488655,5.0
I822254790,U310455860,3.0
I681892295,U090684950,1.0
I583145395,U860658226,1.0
I235083593,U706873630,1.0
I605484824,U168224934,1.0
I891749518,U380786738,5.0
I317665145,U332953268,4.0
I927660291,U839723227,5.0
I248337972,U134376047,5.0
I339557193,U766344700,4.0
I960796367,U459572794,4.0
I065625933,U915704146,1.0
I768017893,U899806832,3.0
I813430223,U788700508,3.0
I679276913,U357343134,5.0
I725650851,U582990274,4.0
I044235824,U625658994,1.0
I097253262,U580648423,5.0
I391185650,U886356574,5.0
I471511564,U014767395,1.0
I553644321,U678458371,1.0
I292700798,U054491795,5.0
I054118454,U552944441,1.0
I514682112,U963764773,5.0
I575945754,U957491606,1.0
I868615686,U451680253,4.0
I583145395,U690912217,5.0
I129997362,U616478341,1.0
I606522074,U291336208,5.0
I066515339,U459199601,5.0
I960785040,U432406573,5.0
I514682112,U426093810,5.0
I305051919,U473122315,5.0
I014133683,U258758763,5.0
I622823402,U977116975,5.0
I791174511,U441515164,3.0
I618083857,U584646202,5.0
I450145019,U760369948,4.0
I219313074,U419892469,5.0
I416115980,U642135206,1.0
I591533462,U161956802,5.0
I016929548,U373570187,2.0
I663594904,U377632884,5.0
I833449683,U910131196,1.0
I964784326,U404757575,4.0
I039650879,U438219401,5.0
I631463574,U489900253,5.0
I087389898,U957267249,5.0
I602749934,U371291078,5.0
I304369982,U670068509,5.0
I341085869,U442146398,5.0
I824331281,U846269995,1.0
I651409057,U605457495,3.0
I638716775,U906680892,3.0
I896058014,U923133513,2.0
I593933455,U070978518,5.0
I323139585,U463417157,3.0
I672138871,U651106378,5.0
I450145019,U693581110,5.0
I032846560,U014141279,1.0
I235048502,U473577831,5.0
I008715157,U709624217,3.0
I035381781,U546348026,5.0
I313236024,U057616086,1.0
I236213545,U976244475,5.0
I077930981,U114858744,4.0
I139745144,U135828983,4.0
I489145004,U781389993,5.0
I939830870,U886316353,5.0
I930875358,U719526113,1.0
I002412862,U825187339,5.0
I182848210,U189903264,5.0
I071843172,U683530339,5.0
I842928232,U393747699,1.0
I710273536,U522283149,5.0
I717445674,U311061869,5.0
I565248321,U475219216,4.0
I521875499,U250032882,5.0
I155669186,U453902178,5.0
I108655143,U200410109,5.0
I851494126,U561008322,1.0
I099072646,U214081309,5.0
I902830818,U168778109,5.0
I641783461,U683103121,5.0
I744303088,U262708112,3.0
I261854538,U369908177,5.0
I003307083,U701559293,1.0
I666458865,U361940905,1.0
I132882375,U212340570,1.0
I213314373,U563998760,4.0
I947166120,U770765090,4.0
I215997602,U406557860,1.0
I329409754,U621939211,4.0
I839431904,U877665373,5.0
I887509811,U040672709,5.0
I714297566,U398303384,5.0
I056420220,U348375114,1.0
I413587263,U711705298,5.0
I243365773,U621430590,5.0
I279591589,U794109801,5.0
I514551183,U377426780,3.0
I250092490,U620488659,5.0
I154886405,U719188507,1.0
I102072783,U307473493,5.0
I590458525,U116702611,3.0
I968200907,U918143445,5.0
I959078875,U074836657,5.0
I150456270,U701390210,5.0
I673224771,U178269274,4.0
I074850483,U658020559,5.0
I200692751,U021644253,5.0
I555688033,U559087288,1.0
I154801088,U999964364,3.0
I869470402,U486150821,4.0
I027154327,U308231404,5.0
I448118842,U297618154,5.0
I471507032,U156698161,1.0
I236010518,U869706181,3.0
I387216157,U845956118,5.0
I462555315,U025703838,1.0
I101826898,U014803692,1.0
I618407345,U777593680,5.0
I935917214,U767884680,5.0
I307032861,U788541496,5.0
I335318151,U986610449,5.0
